Date;Price;Open;High;Low;Vol.;Change %
2019-12-30 00:00:00;931,76;930;943,8;922,2;2005770;-0,0006
2020-01-06 00:00:00;937,4;943,4;947,4;923,2;1309880;-0,0178
2020-01-13 00:00:00;938,25;924,2;960,2;918;3498560;0,0243
2020-01-20 00:00:00;971,84;960,2;1000;950;6361920;0,0137
2020-01-27 00:00:00;957,2;990;990;925,4;5132580;-0,0274
2020-02-03 00:00:00;925,28;934;947,6;904,2;5886920;-0,0079
2020-02-10 00:00:00;923,64;908,2;937;908;5333540;-0,0143
2020-02-17 00:00:00;928;926,6;943;920,2;3943300;-0,0037
2020-02-24 00:00:00;913,1;922,4;927,6;908;4375020;-0,0085
2020-03-02 00:00:00;853,4;899,2;909,6;799,4;12190000;-0,0049
2020-03-09 00:00:00;821,5;830,6;839,8;792,6;7090000;-0,0258
2020-03-16 00:00:00;811,64;772;856,6;770;15350000;0,0114
2020-03-23 00:00:00;799,72;812,2;845,8;762;9660000;-0,0234
2020-03-30 00:00:00;843;813,8;892;807,2;7540000;0,022
2020-04-06 00:00:00;869,88;848,4;898;837,4;7610000;0,0122
2020-04-13 00:00:00;894,88;900;905;878;4606360;-0,0198
2020-04-20 00:00:00;871,28;890;901,4;853,4;5247130;0,0111
2020-04-27 00:00:00;867,2;871;879;850,4;5763770;0,0077
2020-05-04 00:00:00;876,55;871,8;892,4;864,2;4771380;-0,0209
2020-05-11 00:00:00;871,1;876,4;883,4;866,6;2991320;0,0025
2020-05-18 00:00:00;840;862,4;867,6;818,4;6232740;0,0446
2020-05-25 00:00:00;878,08;861,4;909;854,2;6210000;0,0413
2020-06-01 00:00:00;927,6;909,2;946,2;905;7528630;0,0047
2020-06-08 00:00:00;946,64;938,4;956,6;934,4;5448650;-0,0053
2020-06-15 00:00:00;929,15;946,6;954;876,4;7000000;-0,0637
2020-06-22 00:00:00;876,16;884,4;897;862,2;7160000;-0,0018
2020-06-29 00:00:00;859,95;870,4;878;841;4175680;0,0038
2020-07-06 00:00:00;879,55;855,4;906;852,6;4442050;0,019
2020-07-13 00:00:00;883,08;902,4;903,6;866,8;3575000;-0,0084
2020-07-20 00:00:00;881,08;875;891;862,4;3560230;0,0107
2020-07-27 00:00:00;896,84;890,6;912,6;885,2;4380020;0,0172
2020-08-03 00:00:00;916,48;912,6;928,6;896;4985060;0,0046
2020-08-10 00:00:00;934,6;920;946;912,4;4866620;0,0091
2020-08-17 00:00:00;964,4;934;978;933,2;6131830;0,0029
2020-08-24 00:00:00;961,48;965;974;946,6;3798420;0,0025
2020-08-31 00:00:00;950,4;966,4;968,8;929,2;4070650;-0,0134
2020-09-07 00:00:00;943,6;934,6;959,4;919,6;5984280;-0,0188
2020-09-14 00:00:00;958,72;930;990,4;926;7200000;0,02
2020-09-21 00:00:00;984,44;990;998,2;960;5404920;-0,0039
2020-09-28 00:00:00;977,36;967,4;995,2;962,2;4525480;-0,0016
2020-10-05 00:00:00;1000,72;984;1013,8;981,2;4507950;0,0038
2020-10-12 00:00:00;1000,68;1008,6;1012;990,2;3264950;0,0104
2020-10-19 00:00:00;996,6;1008,4;1016,2;982;3030220;-0,0072
2020-10-26 00:00:00;1041,36;988,6;1071,6;988;5352830;-0,0037
2020-11-02 00:00:00;1067,4;1064;1099,8;1035;6112470;0,0074
2020-11-09 00:00:00;1094,25;1100;1124,8;1065,4;6300610;0,0066
2020-11-16 00:00:00;1104,4;1097,6;1134,8;1081,6;5771940;0,0207
2020-11-23 00:00:00;1112,32;1132,6;1134;1095,4;4168650;0,007
2020-11-30 00:00:00;1138,64;1117,4;1154,8;1115,4;7060000;-0,0134
2020-12-07 00:00:00;1160,36;1136,2;1190,4;1128,8;9654900;-0,0217
2020-12-14 00:00:00;1206,64;1162;1294;1147,8;11710000;0,0359
2020-12-21 00:00:00;1260,52;1269;1289,6;1217,4;8210000;-0,0092
2020-12-28 00:00:00;1328,64;1247,8;1378,6;1244;5709240;0,0081
2021-01-04 00:00:00;1334,733333;1375,2;1392,6;1310,2;4719390;0,0151
2021-01-11 00:00:00;1345,25;1338;1384,8;1298,6;5990830;-0,0131
2021-01-18 00:00:00;1341,72;1346;1394,4;1286,6;9090000;0,0022
2021-01-25 00:00:00;1331,64;1363;1365,2;1290,8;6580000;-0,0056
2021-02-01 00:00:00;1283,52;1309,2;1333,4;1252,6;7529470;0,0124
2021-02-08 00:00:00;1290,8;1287,8;1313;1272,8;6142350;0,0073
2021-02-15 00:00:00;1284,56;1302,8;1304;1247,6;3999680;0,0005
2021-02-22 00:00:00;1304,933333;1289,8;1345,6;1271;5628010;0,0174
2021-03-01 00:00:00;1338,95;1324,4;1374,4;1292,4;7390000;0,0173
2021-03-08 00:00:00;1351,85;1364,6;1381;1321,6;5100000;0,0045
2021-03-15 00:00:00;1371,04;1345;1450,8;1286,6;8390000;0,02
2021-03-22 00:00:00;1419,6;1444,4;1445,6;1403,6;5973580;-0,0076
2021-03-29 00:00:00;1408,04;1415;1451,8;1362,4;8460000;0,0105
2021-04-05 00:00:00;1512,08;1452,2;1560;1450;7355690;-0,0133
2021-04-12 00:00:00;1544,68;1510,2;1610;1467,2;7427250;0,0455
2021-04-19 00:00:00;1683,4;1609;1819;1592,6;11020000;-0,0188
2021-04-26 00:00:00;1841,76;1745;1911,2;1731,4;11650000;-0,0028
2021-05-03 00:00:00;1798,15;1875,6;1877,6;1757,6;8213090;-0,0208
2021-05-10 00:00:00;1787,36;1777,4;1864;1700,4;9090000;-0,0024
2021-05-17 00:00:00;1797,76;1826,2;1847;1751,2;5711660;-0,004
2021-05-24 00:00:00;1786,4;1781;1824,6;1752,8;7146410;0,0003
2021-05-31 00:00:00;1748,76;1780,2;1800;1652;10008800;-0,0411
2021-06-07 00:00:00;1674,48;1686;1705;1605,2;7960000;0,0236
2021-06-14 00:00:00;1691,96;1685;1758;1634;8650000;-0,0073
2021-06-21 00:00:00;1645,2;1715,6;1727,8;1578,8;8930000;-0,0043
2021-06-28 00:00:00;1584,56;1618;1624,8;1484,2;13225210;0,0033
2021-07-05 00:00:00;1563,4;1574,4;1593,4;1530;5541920;-0,0121
2021-07-12 00:00:00;1587,16;1560;1640,4;1511;7620000;0,0043
2021-07-19 00:00:00;1668,16;1630;1718,2;1620,8;9420000;0,006
2021-07-26 00:00:00;1731,52;1678,2;1753;1675,8;7905470;0,004
2021-08-02 00:00:00;1790,4;1749,8;1814,8;1742,8;7970000;-0,0074
2021-08-09 00:00:00;1775;1782,6;1806;1726,8;5206680;-0,0135
2021-08-16 00:00:00;1759,12;1748,6;1788,2;1729;4344860;0,0077
2021-08-23 00:00:00;1698,68;1754;1759,8;1653,8;6370000;0,0127
2021-08-30 00:00:00;1714,08;1695;1754;1676,4;6750000;0,0029
2021-09-06 00:00:00;1673,24;1746;1749,2;1622,6;10951080;0,0091
2021-09-13 00:00:00;1643,72;1668;1673,6;1606;5678420;0,0084
2021-09-20 00:00:00;1588,68;1647,6;1651,2;1505;8810000;-0,0387
2021-09-27 00:00:00;1558,72;1524,6;1599,8;1496;8585720;0,0029
2021-10-04 00:00:00;1512,72;1572,2;1572,2;1439;7700000;-0,0282
2021-10-11 00:00:00;1552,56;1452,6;1609,4;1430,2;10770000;0,0072
2021-10-18 00:00:00;1596,16;1594;1640,8;1544;9480000;0,0459
2021-10-25 00:00:00;1632,24;1646;1664,8;1612,4;8300000;0,0069
2021-11-01 00:00:00;1631,88;1632;1664;1596;6643340;0,0299
2021-11-08 00:00:00;1649,1;1660;1672;1617;3766510;0,0206
2021-11-15 00:00:00;1665,08;1663;1694,6;1623;5684130;-0,0054
2021-11-22 00:00:00;1674,64;1678,8;1709,4;1621;5396020;-0,0061
2021-11-29 00:00:00;1638,56;1651;1677;1590;5367960;0,0181
2021-12-06 00:00:00;1568,24;1607,6;1616,8;1537,2;7880000;-0,009
2021-12-13 00:00:00;1573,44;1556;1630,2;1482,2;8800000;-0,0707
2021-12-20 00:00:00;1488,04;1491;1522;1321,2;7740000;0,0061
2021-12-27 00:00:00;1566,8;1510;1599,6;1510;3903820;0,0067
2022-01-03 00:00:00;1595,5;1583,8;1621;1556,8;3698410;0,0097
2022-01-10 00:00:00;1579,3;1620;1625,6;1540,2;2774530;-0,0186
2022-01-17 00:00:00;1560,12;1560;1595,8;1493,4;5960070;-0,0238
2022-01-24 00:00:00;1463,96;1520,4;1524,8;1367,4;11280000;-0,0432
2022-01-31 00:00:00;1461,2;1395,8;1520;1374;8210000;0,024
2022-02-07 00:00:00;1557,16;1508,4;1591,6;1491;6320000;-0,001
2022-02-14 00:00:00;1633,88;1558;1698,6;1542,8;10480000;0,0124
2022-02-21 00:00:00;1612,6;1621;1675,2;1382,4;13180000;-0,0867
2022-02-28 00:00:00;1371,25;1489,4;1612;954,6;14110000;0,0002
2022-03-07 00:00:00;;;;;0;
2022-03-14 00:00:00;;;;;0;
2022-03-21 00:00:00;;;;;0;
2022-03-28 00:00:00;1164,733333;1315;1439;1040;3853950;-0,0919
2022-04-04 00:00:00;1109,88;1061,6;1248;980;4251180;-0,0064
2022-04-11 00:00:00;1061,32;1186,4;1208,8;1015;3889560;-0,0466
2022-04-18 00:00:00;993,84;1014;1046,2;950;2117860;0,0027
2022-04-25 00:00:00;1042,04;973,8;1068;964,2;2462920;-0,0064
2022-05-02 00:00:00;1076,15;1044;1097,4;1033,4;1402460;0,0332
2022-05-09 00:00:00;1097;1096;1120;1074,8;682930;0,0054
2022-05-16 00:00:00;1101,3;1105,6;1134,6;1078;1135360;0,0214
2022-05-23 00:00:00;1114,24;1106;1159,4;1019;1612840;-0,0545
2022-05-30 00:00:00;1026,36;1028;1068;988;2235660;-0,0292
2022-06-06 00:00:00;836,24;1000;1001,2;680,2;20503940;0,0082
2022-06-13 00:00:00;721,05;716,2;748,4;694,2;5316000;0,0098
2022-06-20 00:00:00;738,08;711,6;775;704,2;3944810;0,0449
2022-06-27 00:00:00;802,92;770;837,8;750;5367620;0,0171
2022-07-04 00:00:00;831,52;832;859;784,6;4311080;0,0202
2022-07-11 00:00:00;823,4;848;848;800;1896880;-0,0156
2022-07-18 00:00:00;748,36;805;808,6;722;2396050;-0,0238
2022-07-25 00:00:00;697,08;722,6;722,6;670,4;3866900;0,0078
2022-08-01 00:00:00;730,24;698,6;754,6;697;4724650;-0,0025
2022-08-08 00:00:00;696,68;731;740;680;2944720;0,0053
2022-08-15 00:00:00;703,76;685;714;672;2424160;0,0117
2022-08-22 00:00:00;705,28;708,2;720,8;691,6;1888040;0,0065
2022-08-29 00:00:00;715,88;709,6;739;701;1779900;0,037
2022-09-05 00:00:00;762,68;740;798;737;3544710;0,0305
2022-09-12 00:00:00;782;798;805;769,2;3655470;-0,0036
2022-09-19 00:00:00;777,28;782,2;790,6;756,6;2374240;0,0013
2022-09-26 00:00:00;692;781,6;785,4;599,2;5555010;-0,1348
2022-10-03 00:00:00;615,6;620;646,2;561;4670890;0,0196
2022-10-10 00:00:00;592,28;639;640,6;560;3128850;0,0349
2022-10-17 00:00:00;611,72;593;656;582,8;5377160;0,064
2022-10-24 00:00:00;688,92;656;743,6;636,8;7470000;-0,0063
2022-10-31 00:00:00;793,28;727,6;831,8;723,8;7930730;-0,0363
2022-11-07 00:00:00;791,3;792,8;830;760;4200150;0,0537
2022-11-14 00:00:00;800,44;824;837;773,6;4713270;-0,0045
2022-11-21 00:00:00;782,92;798;802;753;2471550;-0,0152
2022-11-28 00:00:00;792,64;776;805;768,4;2015180;0
2022-12-05 00:00:00;785,28;792;797;771;1679260;0,0031
2022-12-12 00:00:00;800,56;784,4;821,8;777;2951140;0,0194
2022-12-19 00:00:00;849,72;821;881,8;820,6;5335900;0,0253
2022-12-26 00:00:00;883,76;872;900;864,2;4538500;0,005
2023-01-02 00:00:00;897,1;895,4;929,6;882,8;2263700;0,0178
2023-01-09 00:00:00;885,2;901,4;909,6;862,2;2189390;-0,0133
2023-01-16 00:00:00;887,24;872;927,8;860;2356330;0,0355
2023-01-23 00:00:00;897,72;922,6;927,8;881;2461230;0,0047
2023-01-30 00:00:00;888;894;917,6;868,2;2370740;0,0194
2023-02-06 00:00:00;990,8;913;1048;911,8;7458960;0,0185
2023-02-13 00:00:00;1005,48;1040,6;1045;971;6348270;-0,0045
2023-02-20 00:00:00;979;1017;1019,6;948,4;4729590;0,0096
2023-02-27 00:00:00;1035,3;985,8;1062;981;4793880;0,0186
2023-03-06 00:00:00;1056,16;1064;1074,8;1032;3850860;-0,0098
2023-03-13 00:00:00;1050,65;1053;1064;1033,8;2318340;-0,0097
2023-03-20 00:00:00;1035,48;1041,4;1062;1002;3825200;0,0255
2023-03-27 00:00:00;1039,8;1065;1065;1028;2095350;0,005
2023-04-03 00:00:00;1054,2;1041,4;1084,8;1033;3930810;-0,0168

